chr	start	end	strand	ens_id	description	symbol	miRBase_ID
chr16	88468918	88469031	+	ENSG00000263456	microRNA 5189 [Source:HGNC Symbol;Acc:HGNC:43515]	MIR5189	hsa-mir-5189
chr16	88716278	88716337	-	ENSG00000284585	microRNA 4722 [Source:HGNC Symbol;Acc:HGNC:41782]	MIR4722	hsa-mir-4722
chr17	1022476	1022559	-	ENSG00000264429	microRNA 3183 [Source:HGNC Symbol;Acc:HGNC:38237]	MIR3183	hsa-mir-3183
chr17	1713903	1713987	-	ENSG00000283824	microRNA 22 [Source:HGNC Symbol;Acc:HGNC:31599]	MIR22	hsa-mir-22
chr17	2049908	2050008	-	ENSG00000267200	microRNA 132 [Source:HGNC Symbol;Acc:HGNC:31516]	MIR132	hsa-mir-132
chr17	2050271	2050380	-	ENSG00000267195	microRNA 212 [Source:HGNC Symbol;Acc:HGNC:31589]	MIR212	hsa-mir-212
chr17	2692861	2692919	-	ENSG00000273606	microRNA 6776 [Source:HGNC Symbol;Acc:HGNC:50193]	MIR6776	hsa-mir-6776
chr17	2748078	2748182	-	ENSG00000221200	microRNA 1253 [Source:HGNC Symbol;Acc:HGNC:35318]	MIR1253	hsa-mir-1253
chr17	4969702	4969771	-	ENSG00000274300	microRNA 6864 [Source:HGNC Symbol;Acc:HGNC:50226]	MIR6864	hsa-mir-6864
chr17	4970086	4970150	-	ENSG00000278517	microRNA 6865 [Source:HGNC Symbol;Acc:HGNC:50182]	MIR6865	hsa-mir-6865
chr17	6655440	6655509	-	ENSG00000264468	microRNA 4520-1 [Source:HGNC Symbol;Acc:HGNC:41775]	MIR4520-1	hsa-mir-4520-1
chr17	6655449	6655502	+	ENSG00000283301	microRNA 4520-2 [Source:HGNC Symbol;Acc:HGNC:41839]	MIR4520-2	hsa-mir-4520-2
chr17	7017615	7017701	-	ENSG00000284112	microRNA 195 [Source:HGNC Symbol;Acc:HGNC:31566]	MIR195	hsa-mir-195
chr17	7017911	7018022	-	ENSG00000284027	microRNA 497 [Source:HGNC Symbol;Acc:HGNC:32088]	MIR497	hsa-mir-497
chr17	7223297	7223379	-	ENSG00000199053	microRNA 324 [Source:HGNC Symbol;Acc:HGNC:31767]	MIR324	hsa-mir-324
chr17	8088056	8088147	+	ENSG00000264005	microRNA 4314 [Source:HGNC Symbol;Acc:HGNC:38191]	MIR4314	hsa-mir-4314
chr17	8144994	8145071	-	ENSG00000284117	microRNA 6883 [Source:HGNC Symbol;Acc:HGNC:50019]	MIR6883	hsa-mir-6883
chr17	8186945	8187004	+	ENSG00000283160	microRNA 4521 [Source:HGNC Symbol;Acc:HGNC:41813]	MIR4521	hsa-mir-4521
chr17	12081899	12081996	+	ENSG00000266297	microRNA 744 [Source:HGNC Symbol;Acc:HGNC:33658]	MIR744	hsa-mir-744
chr17	12917268	12917342	-	ENSG00000265503	microRNA 1269b [Source:HGNC Symbol;Acc:HGNC:41787]	MIR1269B	hsa-mir-1269b
chr17	13543529	13543646	-	ENSG00000221698	microRNA 548h-3 [Source:HGNC Symbol;Acc:HGNC:35344]	MIR548H3	hsa-mir-548h-3
chr17	15251627	15251696	-	ENSG00000265110	microRNA 4731 [Source:HGNC Symbol;Acc:HGNC:41597]	MIR4731	hsa-mir-4731
chr17	16282014	16282088	+	ENSG00000221355	microRNA 1288 [Source:HGNC Symbol;Acc:HGNC:35363]	MIR1288	hsa-mir-1288
chr17	17813480	17813545	-	ENSG00000274111	microRNA 6777 [Source:HGNC Symbol;Acc:HGNC:50173]	MIR6777	hsa-mir-6777
chr17	17813836	17813931	-	ENSG00000207839	microRNA 33b [Source:HGNC Symbol;Acc:HGNC:32791]	MIR33B	hsa-mir-33b
chr17	18340814	18340886	-	ENSG00000283772	microRNA 6778 [Source:HGNC Symbol;Acc:HGNC:50183]	MIR6778	hsa-mir-6778
chr17	19344506	19344574	-	ENSG00000221540	microRNA 1180 [Source:HGNC Symbol;Acc:HGNC:35261]	MIR1180	hsa-mir-1180
chr17	27293910	27293996	-	ENSG00000263583	microRNA 4522 [Source:HGNC Symbol;Acc:HGNC:41668]	MIR4522	hsa-mir-4522
chr17	28360654	28360734	+	ENSG00000284532	microRNA 4723 [Source:HGNC Symbol;Acc:HGNC:41660]	MIR4723	hsa-mir-4723
chr17	28861371	28861438	+	ENSG00000283364	microRNA 451b [Source:HGNC Symbol;Acc:HGNC:41655]	MIR451B	hsa-mir-451b
chr17	28861533	28861618	-	ENSG00000283819	microRNA 144 [Source:HGNC Symbol;Acc:HGNC:31531]	MIR144	hsa-mir-144
chr17	28861655	28861730	-	ENSG00000284085	microRNA 4732 [Source:HGNC Symbol;Acc:HGNC:41639]	MIR4732	hsa-mir-4732
chr17	29390662	29390730	+	ENSG00000284162	microRNA 4523 [Source:HGNC Symbol;Acc:HGNC:41583]	MIR4523	hsa-mir-4523
chr17	30117079	30117172	+	ENSG00000283935	microRNA 423 [Source:HGNC Symbol;Acc:HGNC:31880]	MIR423	hsa-mir-423
chr17	30117086	30117160	-	ENSG00000284399	microRNA 3184 [Source:HGNC Symbol;Acc:HGNC:38182]	MIR3184	hsa-mir-3184
chr17	31094350	31094425	-	ENSG00000265444	microRNA 4733 [Source:HGNC Symbol;Acc:HGNC:41638]	MIR4733	hsa-mir-4733
chr17	31534883	31534971	+	ENSG00000284424	microRNA 4724 [Source:HGNC Symbol;Acc:HGNC:41590]	MIR4724	hsa-mir-4724
chr17	31559996	31560083	+	ENSG00000207614	microRNA 193a [Source:HGNC Symbol;Acc:HGNC:31563]	MIR193A	hsa-mir-193a
chr17	31575269	31575358	+	ENSG00000265976	microRNA 4725 [Source:HGNC Symbol;Acc:HGNC:41608]	MIR4725	hsa-mir-4725
chr17	31575411	31575521	+	ENSG00000283978	microRNA 365b [Source:HGNC Symbol;Acc:HGNC:33693]	MIR365B	hsa-mir-365b
chr17	32350109	32350202	+	ENSG00000283774	microRNA 632 [Source:HGNC Symbol;Acc:HGNC:32888]	MIR632	hsa-mir-632
chr17	37033745	37033813	+	ENSG00000276326	microRNA 2909 [Source:HGNC Symbol;Acc:HGNC:38372]	MIR2909	hsa-mir-2909
chr17	37614931	37615039	-	ENSG00000274620	microRNA 378j [Source:HGNC Symbol;Acc:HGNC:49979]	MIR378J	hsa-mir-378j
chr17	38702262	38702331	-	ENSG00000275238	microRNA 4734 [Source:HGNC Symbol;Acc:HGNC:41572]	MIR4734	hsa-mir-4734
chr17	38719691	38719748	+	ENSG00000273627	microRNA 4726 [Source:HGNC Symbol;Acc:HGNC:41722]	MIR4726	hsa-mir-4726
chr17	38825838	38825892	+	ENSG00000274054	microRNA 4727 [Source:HGNC Symbol;Acc:HGNC:41709]	MIR4727	hsa-mir-4727
chr17	38914979	38915042	+	ENSG00000277057	microRNA 6779 [Source:HGNC Symbol;Acc:HGNC:50148]	MIR6779	hsa-mir-6779
chr17	39726495	39726561	+	ENSG00000265178	microRNA 4728 [Source:HGNC Symbol;Acc:HGNC:41632]	MIR4728	hsa-mir-4728
chr17	40026332	40026409	-	ENSG00000283721	microRNA 6884 [Source:HGNC Symbol;Acc:HGNC:50091]	MIR6884	hsa-mir-6884
chr17	40161933	40162001	+	ENSG00000284144	microRNA 6866 [Source:HGNC Symbol;Acc:HGNC:49932]	MIR6866	hsa-mir-6866
chr17	40193597	40193663	+	ENSG00000274621	microRNA 6867 [Source:HGNC Symbol;Acc:HGNC:50134]	MIR6867	hsa-mir-6867
chr17	41517164	41517217	-	ENSG00000283796	microRNA 6510 [Source:HGNC Symbol;Acc:HGNC:50101]	MIR6510	hsa-mir-6510
chr17	42494773	42494830	+	ENSG00000264314	microRNA 548at [Source:HGNC Symbol;Acc:HGNC:43517]	MIR548AT	hsa-mir-548at
chr17	42514188	42514307	+	ENSG00000283929	microRNA 5010 [Source:HGNC Symbol;Acc:HGNC:43484]	MIR5010	hsa-mir-5010
chr17	42708084	42708151	-	ENSG00000275273	microRNA 6780a [Source:HGNC Symbol;Acc:HGNC:50069]	MIR6780A	hsa-mir-6780a
chr17	42823880	42823943	-	ENSG00000278447	microRNA 6781 [Source:HGNC Symbol;Acc:HGNC:50185]	MIR6781	hsa-mir-6781
chr17	43444806	43444885	+	ENSG00000284344	microRNA 2117 [Source:HGNC Symbol;Acc:HGNC:37311]	MIR2117	hsa-mir-2117
chr17	44207771	44207839	-	ENSG00000275107	microRNA 6782 [Source:HGNC Symbol;Acc:HGNC:50270]	MIR6782	hsa-mir-6782
chr17	44934618	44934681	-	ENSG00000278223	microRNA 6783 [Source:HGNC Symbol;Acc:HGNC:50159]	MIR6783	hsa-mir-6783
chr17	45114367	45114433	-	ENSG00000277249	microRNA 6784 [Source:HGNC Symbol;Acc:HGNC:49988]	MIR6784	hsa-mir-6784
chr17	46973017	46973100	+	ENSG00000264999	microRNA 5089 [Source:HGNC Symbol;Acc:HGNC:43536]	MIR5089	hsa-mir-5089
chr17	48037161	48037247	-	ENSG00000207947	microRNA 152 [Source:HGNC Symbol;Acc:HGNC:31538]	MIR152	hsa-mir-152
chr17	48156427	48156511	-	ENSG00000221739	microRNA 1203 [Source:HGNC Symbol;Acc:HGNC:35269]	MIR1203	hsa-mir-1203
chr17	48579838	48579947	-	ENSG00000284038	microRNA 10a [Source:HGNC Symbol;Acc:HGNC:31497]	MIR10A	hsa-mir-10a
chr17	48632490	48632559	-	ENSG00000210741	microRNA 196a-1 [Source:HGNC Symbol;Acc:HGNC:31567]	MIR196A1	hsa-mir-196a-1
chr17	48724408	48724475	-	ENSG00000263602	microRNA 3185 [Source:HGNC Symbol;Acc:HGNC:38391]	MIR3185	hsa-mir-3185
chr17	49288346	49288454	-	ENSG00000273500	microRNA 6129 [Source:HGNC Symbol;Acc:HGNC:50220]	MIR6129	hsa-mir-6129
chr17	49510817	49510900	+	ENSG00000277478	microRNA 6165 [Source:HGNC Symbol;Acc:HGNC:50197]	MIR6165	hsa-mir-6165
chr17	50768650	50768730	+	ENSG00000278672	microRNA 8059 [Source:HGNC Symbol;Acc:HGNC:50068]	MIR8059	hsa-mir-8059
chr17	56891270	56891355	-	ENSG00000284542	microRNA 3614 [Source:HGNC Symbol;Acc:HGNC:38995]	MIR3614	hsa-mir-3614
chr17	58331232	58331318	-	ENSG00000284353	microRNA 142 [Source:HGNC Symbol;Acc:HGNC:31529]	MIR142	hsa-mir-142
chr17	58335976	58336022	-	ENSG00000264399	microRNA 4736 [Source:HGNC Symbol;Acc:HGNC:41804]	MIR4736	hsa-mir-4736
chr17	59137758	59137872	-	ENSG00000211514	microRNA 454 [Source:HGNC Symbol;Acc:HGNC:33137]	MIR454	hsa-mir-454
chr17	59151136	59151221	-	ENSG00000207996	microRNA 301a [Source:HGNC Symbol;Acc:HGNC:31622]	MIR301A	hsa-mir-301a
chr17	59366083	59366154	+	ENSG00000263857	microRNA 4729 [Source:HGNC Symbol;Acc:HGNC:41585]	MIR4729	hsa-mir-4729
chr17	59841266	59841337	+	ENSG00000284190	microRNA 21 [Source:HGNC Symbol;Acc:HGNC:31586]	MIR21	hsa-mir-21
chr17	60043025	60043105	-	ENSG00000264049	microRNA 4737 [Source:HGNC Symbol;Acc:HGNC:41669]	MIR4737	hsa-mir-4737
chr17	62944215	62944312	+	ENSG00000207552	microRNA 633 [Source:HGNC Symbol;Acc:HGNC:32889]	MIR633	hsa-mir-633
chr17	64425069	64425170	-	ENSG00000265031	microRNA 1273e [Source:HGNC Symbol;Acc:HGNC:50833]	MIR1273E	hsa-mir-1273e
chr17	64500774	64500839	-	ENSG00000284564	microRNA 3064 [Source:HGNC Symbol;Acc:HGNC:41652]	MIR3064	hsa-mir-3064
chr17	64501214	64501313	-	ENSG00000284368	microRNA 5047 [Source:HGNC Symbol;Acc:HGNC:41834]	MIR5047	hsa-mir-5047
chr17	64780759	64780824	+	ENSG00000278581	microRNA 6080 [Source:HGNC Symbol;Acc:HGNC:50142]	MIR6080	hsa-mir-6080
chr17	66787072	66787168	+	ENSG00000207943	microRNA 634 [Source:HGNC Symbol;Acc:HGNC:32890]	MIR634	hsa-mir-634
chr17	68424451	68424548	-	ENSG00000207561	microRNA 635 [Source:HGNC Symbol;Acc:HGNC:32891]	MIR635	hsa-mir-635
chr17	69099542	69099656	+	ENSG00000265331	microRNA 4524b [Source:HGNC Symbol;Acc:HGNC:43520]	MIR4524B	hsa-mir-4524b
chr17	69099564	69099632	-	ENSG00000283385	microRNA 4524a [Source:HGNC Symbol;Acc:HGNC:41771]	MIR4524A	hsa-mir-4524a
chr17	74748613	74748699	+	ENSG00000284186	microRNA 3615 [Source:HGNC Symbol;Acc:HGNC:38905]	MIR3615	hsa-mir-3615
chr17	75406069	75406162	+	ENSG00000264511	microRNA 3678 [Source:HGNC Symbol;Acc:HGNC:38891]	MIR3678	hsa-mir-3678
chr17	75498548	75498628	+	ENSG00000284595	microRNA 6785 [Source:HGNC Symbol;Acc:HGNC:50206]	MIR6785	hsa-mir-6785
chr17	75784521	75784607	-	ENSG00000283853	microRNA 4738 [Source:HGNC Symbol;Acc:HGNC:41679]	MIR4738	hsa-mir-4738
chr17	76098019	76098076	-	ENSG00000275360	microRNA 6868 [Source:HGNC Symbol;Acc:HGNC:50096]	MIR6868	hsa-mir-6868
chr17	76736450	76736548	-	ENSG00000283805	microRNA 636 [Source:HGNC Symbol;Acc:HGNC:32892]	MIR636	hsa-mir-636
chr17	77089417	77089497	+	ENSG00000284250	microRNA 6516 [Source:HGNC Symbol;Acc:HGNC:50233]	MIR6516	hsa-mir-6516
chr17	77396984	77397054	-	ENSG00000264060	microRNA 4316 [Source:HGNC Symbol;Acc:HGNC:38306]	MIR4316	hsa-mir-4316
chr17	79707176	79707249	-	ENSG00000266665	microRNA 4739 [Source:HGNC Symbol;Acc:HGNC:41801]	MIR4739	hsa-mir-4739
chr17	80098828	80098877	+	ENSG00000265561	microRNA 1268b [Source:HGNC Symbol;Acc:HGNC:41581]	MIR1268B	hsa-mir-1268b
chr17	80419418	80419493	+	ENSG00000264961	microRNA 4730 [Source:HGNC Symbol;Acc:HGNC:41880]	MIR4730	hsa-mir-4730
chr17	81125276	81125373	-	ENSG00000207736	microRNA 657 [Source:HGNC Symbol;Acc:HGNC:32913]	MIR657	hsa-mir-657
chr17	81125877	81125955	+	ENSG00000211563	microRNA 3065 [Source:HGNC Symbol;Acc:HGNC:38234]	MIR3065	hsa-mir-3065
chr17	81125883	81125949	-	ENSG00000283604	microRNA 338 [Source:HGNC Symbol;Acc:HGNC:31775]	MIR338	hsa-mir-338
chr17	81133196	81133308	-	ENSG00000221025	microRNA 1250 [Source:HGNC Symbol;Acc:HGNC:35316]	MIR1250	hsa-mir-1250
chr17	81400716	81400778	-	ENSG00000266392	microRNA 4740 [Source:HGNC Symbol;Acc:HGNC:41711]	MIR4740	hsa-mir-4740
chr17	81451104	81451188	-	ENSG00000266189	microRNA 3186 [Source:HGNC Symbol;Acc:HGNC:38311]	MIR3186	hsa-mir-3186
chr17	81693757	81693869	+	ENSG00000277784	microRNA 6786 [Source:HGNC Symbol;Acc:HGNC:49970]	MIR6786	hsa-mir-6786
chr17	82236668	82236728	+	ENSG00000284574	microRNA 6787 [Source:HGNC Symbol;Acc:HGNC:50209]	MIR6787	hsa-mir-6787
chr17	82668233	82668307	-	ENSG00000266107	microRNA 4525 [Source:HGNC Symbol;Acc:HGNC:41903]	MIR4525	hsa-mir-4525
chr18	112256	112339	-	ENSG00000277521	microRNA 8078 [Source:HGNC Symbol;Acc:HGNC:50102]	MIR8078	hsa-mir-8078
chr18	3885353	3885432	+	ENSG00000275518	microRNA 6718 [Source:HGNC Symbol;Acc:HGNC:50195]	MIR6718	hsa-mir-6718
chr18	5840695	5840833	+	ENSG00000272380	microRNA 3976 [Source:HGNC Symbol;Acc:HGNC:41578]	MIR3976	hsa-mir-3976
chr18	6374361	6374425	-	ENSG00000283532	microRNA 4317 [Source:HGNC Symbol;Acc:HGNC:38260]	MIR4317	hsa-mir-4317
chr18	10759584	10759649	-	ENSG00000274838	microRNA 6788 [Source:HGNC Symbol;Acc:HGNC:50078]	MIR6788	hsa-mir-6788
chr18	11654885	11654941	-	ENSG00000283492	microRNA 7153 [Source:HGNC Symbol;Acc:HGNC:50190]	MIR7153	hsa-mir-7153
chr18	13459947	13460026	+	ENSG00000266146	microRNA 5190 [Source:HGNC Symbol;Acc:HGNC:43549]	MIR5190	hsa-mir-5190
chr18	13611114	13611200	+	ENSG00000263527	microRNA 4526 [Source:HGNC Symbol;Acc:HGNC:41618]	MIR4526	hsa-mir-4526
chr18	14830166	14830242	+	ENSG00000265499	microRNA 3156-2 [Source:HGNC Symbol;Acc:HGNC:38213]	MIR3156-2	hsa-mir-3156-2
chr18	21683510	21683597	+	ENSG00000221493	microRNA 320c-1 [Source:HGNC Symbol;Acc:HGNC:35248]	MIR320C1	hsa-mir-320c-1
chr18	21825698	21825785	-	ENSG00000283927	microRNA 133a-1 [Source:HGNC Symbol;Acc:HGNC:31517]	MIR133A1	hsa-mir-133a-1
chr18	21829004	21829088	-	ENSG00000284453	microRNA 1-2 [Source:HGNC Symbol;Acc:HGNC:31500]	MIR1-2	hsa-mir-1-2
chr18	22933349	22933438	+	ENSG00000284331	microRNA 4741 [Source:HGNC Symbol;Acc:HGNC:41661]	MIR4741	hsa-mir-4741
chr18	24321686	24321735	+	ENSG00000212051	microRNA 320c-2 [Source:HGNC Symbol;Acc:HGNC:35387]	MIR320C2	hsa-mir-320c-2
chr18	26591467	26591535	-	ENSG00000276221	microRNA 8057 [Source:HGNC Symbol;Acc:HGNC:49960]	MIR8057	hsa-mir-8057
chr18	30298910	30298960	+	ENSG00000283218	microRNA 302f [Source:HGNC Symbol;Acc:HGNC:35349]	MIR302F	hsa-mir-302f
chr18	35591737	35591806	+	ENSG00000283514	microRNA 3975 [Source:HGNC Symbol;Acc:HGNC:41613]	MIR3975	hsa-mir-3975
chr18	35904818	35904926	-	ENSG00000207797	microRNA 187 [Source:HGNC Symbol;Acc:HGNC:31558]	MIR187	hsa-mir-187
chr18	35934088	35934142	-	ENSG00000265641	microRNA 3929 [Source:HGNC Symbol;Acc:HGNC:38945]	MIR3929	hsa-mir-3929
chr18	37657135	37657215	+	ENSG00000266530	microRNA 4318 [Source:HGNC Symbol;Acc:HGNC:38333]	MIR4318	hsa-mir-4318
chr18	39622123	39622175	-	ENSG00000283615	microRNA 924 [Source:HGNC Symbol;Acc:HGNC:33674]	MIR924	hsa-mir-924
chr18	39676719	39676777	-	ENSG00000283645	microRNA 5583-2 [Source:HGNC Symbol;Acc:HGNC:43471]	MIR5583-2	hsa-mir-5583-2
chr18	39676721	39676779	+	ENSG00000266148	microRNA 5583-1 [Source:HGNC Symbol;Acc:HGNC:43491]	MIR5583-1	hsa-mir-5583-1
chr18	44970082	44970166	-	ENSG00000265957	microRNA 4319 [Source:HGNC Symbol;Acc:HGNC:38212]	MIR4319	hsa-mir-4319
chr18	47380496	47380565	+	ENSG00000266582	microRNA 4527 [Source:HGNC Symbol;Acc:HGNC:41633]	MIR4527	hsa-mir-4527
chr18	48670600	48670668	+	ENSG00000266276	microRNA 4743 [Source:HGNC Symbol;Acc:HGNC:41894]	MIR4743	hsa-mir-4743
chr18	49049687	49049768	-	ENSG00000263849	microRNA 4744 [Source:HGNC Symbol;Acc:HGNC:41866]	MIR4744	hsa-mir-4744
chr18	49487373	49487422	+	ENSG00000284239	microRNA 1539 [Source:HGNC Symbol;Acc:HGNC:35383]	MIR1539	hsa-mir-1539
chr18	50126499	50126563	-	ENSG00000283343	microRNA 4320 [Source:HGNC Symbol;Acc:HGNC:38369]	MIR4320	hsa-mir-4320
chr18	53237101	53237190	+	ENSG00000263872	microRNA 4528 [Source:HGNC Symbol;Acc:HGNC:41547]	MIR4528	hsa-mir-4528
chr18	55479221	55479298	+	ENSG00000264571	microRNA 4529 [Source:HGNC Symbol;Acc:HGNC:41703]	MIR4529	hsa-mir-4529
chr18	58451074	58451158	+	ENSG00000284440	microRNA 122 [Source:HGNC Symbol;Acc:HGNC:31501]	MIR122	hsa-mir-122
chr18	58451080	58451152	-	ENSG00000207778	microRNA 3591 [Source:HGNC Symbol;Acc:HGNC:41875]	MIR3591	hsa-mir-3591
chr18	67081584	67081686	+	ENSG00000263354	microRNA 5011 [Source:HGNC Symbol;Acc:HGNC:43496]	MIR5011	hsa-mir-5011
chr18	72853321	72853382	-	ENSG00000263750	microRNA 548av [Source:HGNC Symbol;Acc:HGNC:43537]	MIR548AV	hsa-mir-548av
chr19	804940	805001	+	ENSG00000284361	microRNA 4745 [Source:HGNC Symbol;Acc:HGNC:41868]	MIR4745	hsa-mir-4745
chr19	813584	813653	+	ENSG00000263414	microRNA 3187 [Source:HGNC Symbol;Acc:HGNC:38319]	MIR3187	hsa-mir-3187
chr19	1816159	1816238	-	ENSG00000284216	microRNA 1909 [Source:HGNC Symbol;Acc:HGNC:35393]	MIR1909	hsa-mir-1909
chr19	2234062	2234149	-	ENSG00000221411	microRNA 1227 [Source:HGNC Symbol;Acc:HGNC:33932]	MIR1227	hsa-mir-1227
chr19	2235829	2235926	-	ENSG00000284129	microRNA 6789 [Source:HGNC Symbol;Acc:HGNC:50094]	MIR6789	hsa-mir-6789
chr19	2250639	2250718	+	ENSG00000284272	microRNA 4321 [Source:HGNC Symbol;Acc:HGNC:38244]	MIR4321	hsa-mir-4321
chr19	2434914	2435000	-	ENSG00000283728	microRNA 7108 [Source:HGNC Symbol;Acc:HGNC:49998]	MIR7108	hsa-mir-7108
chr19	2630715	2630793	+	ENSG00000277904	microRNA 7850 [Source:HGNC Symbol;Acc:HGNC:50118]	MIR7850	hsa-mir-7850
chr19	3961414	3961512	-	ENSG00000283928	microRNA 637 [Source:HGNC Symbol;Acc:HGNC:32893]	MIR637	hsa-mir-637
chr19	4445978	4446048	+	ENSG00000266437	microRNA 4746 [Source:HGNC Symbol;Acc:HGNC:41904]	MIR4746	hsa-mir-4746
chr19	4770670	4770779	+	ENSG00000207630	microRNA 7-3 [Source:HGNC Symbol;Acc:HGNC:31640]	MIR7-3	hsa-mir-7-3
chr19	4932687	4932740	+	ENSG00000263409	microRNA 4747 [Source:HGNC Symbol;Acc:HGNC:41827]	MIR4747	hsa-mir-4747
chr19	6389638	6389703	-	ENSG00000274390	microRNA 6885 [Source:HGNC Symbol;Acc:HGNC:50221]	MIR6885	hsa-mir-6885
chr19	6392921	6392983	-	ENSG00000273758	microRNA 6790 [Source:HGNC Symbol;Acc:HGNC:50161]	MIR6790	hsa-mir-6790
chr19	6416410	6416511	-	ENSG00000284159	microRNA 3940 [Source:HGNC Symbol;Acc:HGNC:38893]	MIR3940	hsa-mir-3940
chr19	6736712	6736778	-	ENSG00000283950	microRNA 6791 [Source:HGNC Symbol;Acc:HGNC:50097]	MIR6791	hsa-mir-6791
chr19	7617439	7617505	+	ENSG00000273657	microRNA 6792 [Source:HGNC Symbol;Acc:HGNC:50054]	MIR6792	hsa-mir-6792
chr19	8389290	8389380	-	ENSG00000265390	microRNA 4999 [Source:HGNC Symbol;Acc:HGNC:43494]	MIR4999	hsa-mir-4999
chr19	10038354	10038413	+	ENSG00000266204	microRNA 5589 [Source:HGNC Symbol;Acc:HGNC:43514]	MIR5589	hsa-mir-5589
chr19	10230413	10230485	+	ENSG00000264266	microRNA 4322 [Source:HGNC Symbol;Acc:HGNC:38261]	MIR4322	hsa-mir-4322
chr19	10403458	10403538	-	ENSG00000284268	microRNA 1181 [Source:HGNC Symbol;Acc:HGNC:35262]	MIR1181	hsa-mir-1181
chr19	10552122	10552204	+	ENSG00000221410	microRNA 1238 [Source:HGNC Symbol;Acc:HGNC:33933]	MIR1238	hsa-mir-1238
chr19	10718404	10718503	+	ENSG00000207972	microRNA 638 [Source:HGNC Symbol;Acc:HGNC:32894]	MIR638	hsa-mir-638
chr19	10780254	10780335	+	ENSG00000265879	microRNA 4748 [Source:HGNC Symbol;Acc:HGNC:41557]	MIR4748	hsa-mir-4748
chr19	10817426	10817496	-	ENSG00000207752	microRNA 199a-1 [Source:HGNC Symbol;Acc:HGNC:31571]	MIR199A1	hsa-mir-199a-1
chr19	10828973	10829035	+	ENSG00000275640	microRNA 6793 [Source:HGNC Symbol;Acc:HGNC:50251]	MIR6793	hsa-mir-6793
chr19	11113474	11113534	+	ENSG00000284553	microRNA 6886 [Source:HGNC Symbol;Acc:HGNC:50121]	MIR6886	hsa-mir-6886
chr19	11495544	11495622	-	ENSG00000274713	microRNA 7974 [Source:HGNC Symbol;Acc:HGNC:49992]	MIR7974	hsa-mir-7974
chr19	12787128	12787192	+	ENSG00000263800	microRNA 5684 [Source:HGNC Symbol;Acc:HGNC:43544]	MIR5684	hsa-mir-5684
chr19	12852260	12852327	+	ENSG00000276181	microRNA 6794 [Source:HGNC Symbol;Acc:HGNC:50117]	MIR6794	hsa-mir-6794
chr19	12920320	12920404	+	ENSG00000266721	microRNA 5695 [Source:HGNC Symbol;Acc:HGNC:43548]	MIR5695	hsa-mir-5695
chr19	12940484	12940540	+	ENSG00000274417	microRNA 6515 [Source:HGNC Symbol;Acc:HGNC:50227]	MIR6515	hsa-mir-6515
chr19	13836287	13836359	-	ENSG00000284387	microRNA 24-2 [Source:HGNC Symbol;Acc:HGNC:31608]	MIR24-2	hsa-mir-24-2
chr19	13836440	13836517	-	ENSG00000207808	microRNA 27a [Source:HGNC Symbol;Acc:HGNC:31613]	MIR27A	hsa-mir-27a
chr19	13836587	13836659	-	ENSG00000207980	microRNA 23a [Source:HGNC Symbol;Acc:HGNC:31605]	MIR23A	hsa-mir-23a
chr19	13874699	13874808	+	ENSG00000207613	microRNA 181c [Source:HGNC Symbol;Acc:HGNC:31552]	MIR181C	hsa-mir-181c
chr19	13874875	13875011	+	ENSG00000207585	microRNA 181d [Source:HGNC Symbol;Acc:HGNC:32089]	MIR181D	hsa-mir-181d
chr19	14073361	14073479	+	ENSG00000284081	microRNA 1199 [Source:HGNC Symbol;Acc:HGNC:50081]	MIR1199	hsa-mir-1199
chr19	14529543	14529640	+	ENSG00000283822	microRNA 639 [Source:HGNC Symbol;Acc:HGNC:32895]	MIR639	hsa-mir-639
chr19	15179283	15179350	-	ENSG00000275711	microRNA 6795 [Source:HGNC Symbol;Acc:HGNC:50031]	MIR6795	hsa-mir-6795
chr19	15449548	15449608	+	ENSG00000269782	microRNA 1470 [Source:HGNC Symbol;Acc:HGNC:35379]	MIR1470	hsa-mir-1470
chr19	18282077	18282161	+	ENSG00000267959	microRNA 3188 [Source:HGNC Symbol;Acc:HGNC:38226]	MIR3188	hsa-mir-3188
chr19	18386562	18386634	+	ENSG00000264175	microRNA 3189 [Source:HGNC Symbol;Acc:HGNC:38307]	MIR3189	hsa-mir-3189
chr19	19435063	19435158	+	ENSG00000207821	microRNA 640 [Source:HGNC Symbol;Acc:HGNC:32896]	MIR640	hsa-mir-640
chr19	20399272	20399354	-	ENSG00000238517	microRNA 1270 [Source:HGNC Symbol;Acc:HGNC:35338]	MIR1270	hsa-mir-1270
chr19	35122700	35122764	+	ENSG00000284065	microRNA 6887 [Source:HGNC Symbol;Acc:HGNC:50065]	MIR6887	hsa-mir-6887
chr19	35345513	35345627	+	ENSG00000284034	microRNA 5196 [Source:HGNC Symbol;Acc:HGNC:43542]	MIR5196	hsa-mir-5196
chr19	39409623	39409678	-	ENSG00000266559	microRNA 4530 [Source:HGNC Symbol;Acc:HGNC:41764]	MIR4530	hsa-mir-4530
chr19	39829716	39829802	-	ENSG00000277759	microRNA 6719 [Source:HGNC Symbol;Acc:HGNC:50012]	MIR6719	hsa-mir-6719
chr19	40282543	40282641	-	ENSG00000207631	microRNA 641 [Source:HGNC Symbol;Acc:HGNC:32897]	MIR641	hsa-mir-641
